t,y_data,y_fit,residual
4.835416588759935,8.427959020263433e-11,8.427959020263433e-11,0.0
4.8399163896877635,9.352854115714644e-11,9.352854115714644e-11,0.0
4.844416190615592,1.037347350159541e-10,1.037347350159541e-10,0.0
4.84891599154342,1.1499112018333631e-10,1.1499112018333631e-10,0.0
4.853415792471247,1.27399057831983e-10,1.27399057831983e-10,0.0
4.857915593399075,1.410690258241142e-10,1.410690258241142e-10,0.0
4.862415394326903,1.5612137648936488e-10,1.5612137648936488e-10,0.0
4.866915195254731,1.7268715197015642e-10,1.7268715197015642e-10,0.0
4.871414996182559,1.909089610702053e-10,1.909089610702053e-10,0.0
4.875914797110387,2.1094192177842526e-10,2.1094192177842526e-10,0.0
4.880414598038215,2.3295467388903626e-10,2.3295467388903626e-10,0.0
4.8849143989660435,2.5713046639980624e-10,2.5713046639980624e-10,0.0
4.889414199893871,2.8366832464439583e-10,2.8366832464439583e-10,0.0
4.893914000821699,3.127843024023125e-10,3.127843024023125e-10,0.0
4.898413801749527,3.447128245315356e-10,3.447128245315356e-10,0.0
4.902913602677355,3.797081259849363e-10,3.797081259849363e-10,0.0
4.907413403605183,4.1804579340272954e-10,4.1804579340272954e-10,0.0
4.911913204533011,4.600244158198112e-10,4.600244158198112e-10,0.0
4.916413005460839,5.059673513898075e-10,5.059673513898075e-10,0.0
4.920912806388667,5.562246174071003e-10,5.562246174071003e-10,0.0
4.925412607316495,6.111749113049148e-10,6.111749113049148e-10,0.0
4.9299124082443235,6.712277707224053e-10,6.712277707224053e-10,0.0
4.934412209172152,7.368258811665785e-10,7.368258811665785e-10,0.0
4.93891201009998,8.084475402473604e-10,8.084475402473604e-10,0.0
4.943411811027808,8.866092879357723e-10,8.866092879357723e-10,0.0
4.947911611955636,9.718687127875632e-10,9.718687127875632e-10,0.0
4.952411412883464,1.0648274445874886e-09,1.0648274445874886e-09,0.0
4.956911213811291,1.1661343444042716e-09,1.1661343444042716e-09,0.0
4.961411014739119,1.2764889036030952e-09,1.2764889036030952e-09,0.0
4.965910815666947,1.3966448639416364e-09,1.3966448639416364e-09,0.0
4.9704106165947755,1.527414071479667e-09,1.527414071479667e-09,0.0
4.9749104175226035,1.6696705776586657e-09,1.6696705776586657e-09,0.0
4.979410218450431,1.8243550015602644e-09,1.8243550015602644e-09,0.0
4.983910019378259,1.992479168030156e-09,1.992479168030156e-09,0.0
4.988409820306087,2.1751310370568e-09,2.1751310370568e-09,0.0
4.992909621233915,2.3734799405259e-09,2.3734799405259e-09,0.0
4.997409422161743,2.588782143228629e-09,2.588782143228629e-09,0.0
5.001909223089571,2.8223867457876506e-09,2.8223867457876506e-09,0.0
5.006409024017399,3.0757419479801467e-09,3.0757419479801467e-09,0.0
5.010908824945227,3.3504016917808407e-09,3.3504016917808407e-09,0.0
5.0154086258730555,3.6480327043227626e-09,3.6480327043227626e-09,0.0
5.019908426800884,3.9704219618783415e-09,3.9704219618783415e-09,0.0
5.024408227728712,4.319484596899884e-09,4.319484596899884e-09,0.0
5.02890802865654,4.697272271127618e-09,4.697272271127618e-09,0.0
5.033407829584368,5.105982038773956e-09,5.105982038773956e-09,0.0
5.037907630512196,5.547965724828604e-09,5.547965724828604e-09,0.0
5.042407431440024,6.025739844596119e-09,6.025739844596119e-09,0.0
5.046907232367852,6.5419960916827415e-09,6.5419960916827415e-09,0.0
5.051407033295679,7.099612422785846e-09,7.099612422785846e-09,0.0
5.055906834223507,7.701664768815836e-09,7.701664768815836e-09,0.0
5.0604066351513355,8.351439403087383e-09,8.351439403087383e-09,0.0
5.064906436079164,9.05244599856936e-09,9.05244599856936e-09,0.0
5.069406237006992,9.808431407463893e-09,9.808431407463893e-09,0.0
5.07390603793482,1.0623394197708478e-08,1.0623394197708478e-08,0.0
5.078405838862647,1.1501599982358962e-08,1.1501599982358962e-08,0.0
5.082905639790475,1.244759757921012e-08,1.244759757921012e-08,0.0
5.087405440718303,1.346623603944758e-08,1.346623603944758e-08,0.0
5.091905241646131,1.4562682585613032e-08,1.4562682585613032e-08,0.0
5.096405042573959,1.5742441500674377e-08,1.5742441500674377e-08,0.0
5.100904843501787,1.7011374011562244e-08,1.7011374011562244e-08,0.0
5.1054046444296155,1.837571921213009e-08,1.837571921213009e-08,0.0
5.109904445357444,1.984211607214361e-08,1.984211607214361e-08,0.0
5.114404246285272,2.1417626580585023e-08,2.1417626580585023e-08,0.0
5.1189040472131,2.3109760073290392e-08,2.3109760073290392e-08,0.0
5.123403848140928,2.492649879670297e-08,2.492649879670297e-08,0.0
5.127903649068756,2.6876324761340466e-08,2.6876324761340466e-08,0.0
5.132403449996584,2.8968247940427016e-08,2.8968247940427016e-08,0.0
5.136903250924412,3.121183587103696e-08,3.121183587103696e-08,0.0
5.14140305185224,3.3617244717042494e-08,3.3617244717042494e-08,0.0
5.145902852780067,3.61952518551301e-08,3.61952518551301e-08,0.0
